Date,Store Zip Code,Product,Units,Amount of Sale,Revenue Discount,COGS,Payment Type
10/7/2016,85001,Quad,1,43.96,0,22.4,8
10/17/2016,85327,Quad,6,263.76,0.1,129.78,7
12/6/2016,85001,Fun Fly,1,4.95,0,4.13,4
12/22/2016,85001,Bellen,1,24.95,0,13.23,3
10/19/2016,85224,Fun Fly,1,4.95,0,2.95,2
11/27/2016,85224,Carlota,1,27.95,0,12.12,5
11/16/2016,85327,Fun Fly,6,29.7,0.1,20.76,1
10/12/2016,85001,Aspen,2,55.9,0,25.06,6
10/20/2016,85224,Fun Fly,3,14.85,0,12.36,3
10/13/2016,85327,Majestic Beaut,1,32.95,0,19.34,5
11/25/2016,85327,Quad,1,43.96,0,21.49,4
10/12/2016,85001,Majestic Beaut,1,32.95,0,20.51,6
10/27/2016,85327,Quad,1,43.96,0,22.68,3
10/30/2016,85224,Quad,1,43.96,0,22.57,1
12/1/2016,85224,Carlota,2,55.9,0,26.96,5
12/19/2016,85001,Bellen,1,24.95,0,13.9,2
11/8/2016,85327,Carlota,1,27.95,0,11.86,1
11/13/2016,85001,Quad,1,43.96,0,21.83,4
10/16/2016,85327,Fun Fly,1,4.95,0,2.61,5
12/12/2016,85001,Bellen,4,99.8,0.1,53.84,1
10/14/2016,85001,Yanaki,1,28.75,0,14.57,4
12/18/2016,85001,Quad,1,43.96,0,22.59,8
10/20/2016,85327,Quad,1,43.96,0,22.37,7
12/15/2016,85327,Fun Fly,1,4.95,0,2.44,1
10/3/2016,85224,Fun Fly,1,4.95,0,3.08,4
10/5/2016,85224,Bellen,1,24.95,0,13.04,3
12/10/2016,85001,Yanaki,1,28.75,0,14.42,5
11/18/2016,85224,Crested Beaut,6,227.7,0.1,132.24,6
12/23/2016,85224,Bellen,1,24.95,0,13.6,5
11/3/2016,85001,Aspen,1,27.95,0,12.05,3
10/6/2016,85001,Fun Fly,1,4.95,0,3.5,8
11/14/2016,85327,Bellen,1,24.95,0,13.51,1
12/19/2016,85224,Majestic Beaut,1,32.95,0,18.95,1
10/13/2016,85001,Aspen,1,27.95,0,11.36,3
10/2/2016,85224,Fun Fly,1,4.95,0,2.76,6
10/5/2016,85224,Fun Fly,6,29.7,0.1,19.62,1
10/26/2016,85001,Quad,1,43.96,0,22.94,7
11/29/2016,85327,Crested Beaut,1,37.95,0,22.97,2
12/22/2016,85224,Fun Fly,1,4.95,0,3.83,6
12/10/2016,85001,Quad,1,43.96,0,22.37,5
10/10/2016,85001,Majestic Beaut,1,32.95,0,18.95,7
11/16/2016,85224,Fun Fly,1,4.95,0,3.26,7
10/30/2016,85327,Yanaki,1,28.75,0,15.08,7
10/19/2016,85224,Yanaki,1,28.75,0,15.1,5
11/23/2016,85001,Majestic Beaut,1,32.95,0,19.62,4
10/8/2016,85001,Majestic Beaut,1,32.95,0,19.17,8
12/3/2016,85001,Aspen,1,27.95,0,12.94,5
10/13/2016,85001,Fun Fly,1,4.95,0,3.05,7
10/12/2016,85224,Bellen,2,49.9,0,26.22,4
10/10/2016,85327,Bellen,2,49.9,0,26.38,3
10/27/2016,85224,Fun Fly,1,4.95,0,2.46,5
10/4/2016,85327,Yanaki,1,28.75,0,15.64,1
10/11/2016,85327,Fun Fly,1,4.95,0,2.64,5
11/11/2016,85224,Aspen,1,27.95,0,12.63,7
10/24/2016,85327,Fun Fly,1,4.95,0,3.02,5
12/17/2016,85001,Yanaki,6,172.5,0.1,93.3,1
12/7/2016,85224,Quad,1,43.96,0,21.44,6
10/25/2016,85001,Fun Fly,1,4.95,0,4.09,1
11/18/2016,85327,Yanaki,1,28.75,0,15.68,5
12/22/2016,85001,Fun Fly,1,4.95,0,2.76,6
11/30/2016,85327,Yanaki,1,28.75,0,15.69,5
12/5/2016,85001,Fun Fly,3,14.85,0,8.04,4
11/24/2016,85327,Crested Beaut,6,227.7,0.1,132.84,6
11/20/2016,85001,Quad,1,43.96,0,22.48,1
10/24/2016,85001,Fun Fly,1,4.95,0,3.92,4
11/9/2016,85224,Fun Fly,1,4.95,0,3.26,7
10/23/2016,85001,Carlota,1,27.95,0,12.23,7
11/2/2016,85001,Fun Fly,1,4.95,0,2.53,7
10/26/2016,85224,Bellen,1,24.95,0,14.14,5
11/4/2016,85001,Fun Fly,1,4.95,0,2.56,7
10/21/2016,85001,Yanaki,1,28.75,0,15.27,3
11/20/2016,85224,Yanaki,1,28.75,0,15.27,5
10/25/2016,85001,Fun Fly,1,4.95,0,3.97,7
10/7/2016,85001,Fun Fly,2,9.9,0,7.76,2
12/3/2016,85001,Bellen,1,24.95,0,14.41,4
11/20/2016,85327,Yanaki,1,28.75,0,15.01,5
11/11/2016,85224,Fun Fly,1,4.95,0,3.45,6
11/22/2016,85327,Crested Beaut,1,37.95,0,21.75,5
12/13/2016,85224,Bellen,1,24.95,0,14.05,1
11/2/2016,85327,Quad,1,43.96,0,22.44,4
12/20/2016,85327,Quad,1,43.96,0,21.55,1
10/24/2016,85327,Bellen,2,49.9,0,27.84,5
11/24/2016,85224,Carlota,1,27.95,0,12.24,3
12/22/2016,85001,Majestic Beaut,2,65.9,0,37.7,4
10/30/2016,85224,Fun Fly,2,9.9,0,7.68,7
10/8/2016,85001,Majestic Beaut,1,32.95,0,20.13,7
12/5/2016,85001,Fun Fly,1,4.95,0,3.95,7
10/3/2016,85001,Crested Beaut,1,37.95,0,22.38,1
10/8/2016,85327,Fun Fly,6,29.7,0.1,18,1
11/28/2016,85001,Crested Beaut,1,37.95,0,23.25,6
11/22/2016,85327,Fun Fly,1,4.95,0,2.66,1
10/12/2016,85001,Fun Fly,1,4.95,0,2.71,7
10/1/2016,85224,Yanaki,1,28.75,0,14.62,7
11/15/2016,85001,Fun Fly,1,4.95,0,3.93,5
10/22/2016,85001,Fun Fly,1,4.95,0,2.51,7
12/9/2016,85001,Fun Fly,1,4.95,0,2.61,3
10/12/2016,85327,Fun Fly,1,4.95,0,2.65,7
11/17/2016,85001,Yanaki,4,115,0.1,58.12,4
11/15/2016,85224,Majestic Beaut,1,32.95,0,19.42,5
10/20/2016,85224,Fun Fly,1,4.95,0,2.6,6
12/3/2016,85327,Bellen,1,24.95,0,14.17,7
10/8/2016,85224,Carlota,1,27.95,0,12.34,6
10/20/2016,85001,Yanaki,1,28.75,0,15.1,3
10/25/2016,85224,Fun Fly,1,4.95,0,2.39,5
12/22/2016,85224,Quad,1,43.96,0,21.93,3
11/7/2016,85327,Fun Fly,2,9.9,0,6.76,7
10/1/2016,85327,Fun Fly,1,4.95,0,3.42,3
10/4/2016,85224,Fun Fly,1,4.95,0,4.11,6
10/7/2016,85224,Fun Fly,1,4.95,0,2.84,6
11/17/2016,85001,Fun Fly,1,4.95,0,3.12,4
12/20/2016,85224,Fun Fly,1,4.95,0,3.95,7
10/14/2016,85001,Aspen,2,55.9,0,23.44,5
12/2/2016,85224,Yanaki,1,28.75,0,15.84,3
12/1/2016,85001,Carlota,6,167.7,0.1,74.88,3
11/22/2016,85001,Crested Beaut,1,37.95,0,22.3,5
11/4/2016,85001,Bellen,1,24.95,0,12.71,4
12/7/2016,85001,Quad,1,43.96,0,22.79,5
10/28/2016,85001,Fun Fly,1,4.95,0,2.88,3
12/24/2016,85001,Majestic Beaut,1,32.95,0,19.18,7
10/31/2016,85001,Bellen,1,24.95,0,14.45,7
12/9/2016,85224,Bellen,1,24.95,0,12.8,6
11/15/2016,85001,Carlota,1,27.95,0,13.47,2
10/11/2016,85327,Fun Fly,1,4.95,0,3.5,1
11/13/2016,85001,Fun Fly,1,4.95,0,3.75,4
10/3/2016,85001,Fun Fly,3,14.85,0,9.24,3
10/11/2016,85001,Fun Fly,1,4.95,0,3.2,3
11/24/2016,85224,Fun Fly,1,4.95,0,3.98,7
10/29/2016,85001,Aspen,6,167.7,0.1,71.82,5
12/10/2016,85224,Fun Fly,1,4.95,0,2.44,7
12/15/2016,85327,Crested Beaut,1,37.95,0,23.31,5
11/7/2016,85001,Bellen,1,24.95,0,13.74,8
12/19/2016,85001,Fun Fly,1,4.95,0,2.57,5
12/10/2016,85224,Fun Fly,6,29.7,0.1,18.84,5
10/4/2016,85001,Yanaki,1,28.75,0,16.07,7
10/25/2016,85001,Fun Fly,1,4.95,0,3.39,7
11/9/2016,85001,Yanaki,1,28.75,0,15.65,3
11/1/2016,85327,Fun Fly,6,29.7,0.1,21.72,3
12/19/2016,85001,Quad,6,263.76,0.1,136.14,5
10/28/2016,85224,Yanaki,1,28.75,0,14.63,3
11/15/2016,85001,Majestic Beaut,1,32.95,0,18.81,1
11/10/2016,85001,Fun Fly,1,4.95,0,3.55,3
10/14/2016,85224,Fun Fly,1,4.95,0,2.49,3
10/4/2016,85001,Fun Fly,1,4.95,0,2.83,1
12/14/2016,85001,Fun Fly,1,4.95,0,2.74,5
12/12/2016,85327,Fun Fly,1,4.95,0,3.84,5
12/16/2016,85327,Fun Fly,1,4.95,0,3.36,5
12/24/2016,85327,Fun Fly,2,9.9,0,5.4,4
12/4/2016,85001,Quad,1,43.96,0,22.27,3
10/17/2016,85327,Yanaki,6,172.5,0.1,90,6
12/13/2016,85327,Fun Fly,1,4.95,0,2.64,7
10/6/2016,85001,Crested Beaut,1,37.95,0,22.76,2
10/8/2016,85001,Fun Fly,1,4.95,0,2.44,1
12/4/2016,85327,Fun Fly,1,4.95,0,3.67,6
12/4/2016,85001,Majestic Beaut,6,197.7,0.1,117.66,3
12/11/2016,85001,Majestic Beaut,1,32.95,0,20.45,5
10/28/2016,85001,Yanaki,1,28.75,0,14.41,3
12/14/2016,85224,Yanaki,1,28.75,0,15.64,4
12/5/2016,85001,Crested Beaut,1,37.95,0,22.91,5
12/13/2016,85001,Majestic Beaut,1,32.95,0,18.94,6
12/19/2016,85001,Fun Fly,2,9.9,0,5.1,7
10/28/2016,85327,Fun Fly,1,4.95,0,3.01,3
10/11/2016,85001,Fun Fly,1,4.95,0,3.47,6
10/30/2016,85001,Fun Fly,1,4.95,0,3.16,2
11/2/2016,85001,Yanaki,1,28.75,0,15.54,3
10/25/2016,85001,Carlota,2,55.9,0,25.3,5
11/25/2016,85327,Fun Fly,1,4.95,0,2.84,7
11/23/2016,85327,Carlota,2,55.9,0,24.52,3
11/22/2016,85224,Yanaki,1,28.75,0,14.88,5
12/16/2016,85001,Bellen,1,24.95,0,14.22,5
11/2/2016,85224,Majestic Beaut,1,32.95,0,19.46,4
11/29/2016,85224,Carlota,1,27.95,0,13.04,5
12/23/2016,85001,Fun Fly,1,4.95,0,3,3
11/30/2016,85224,Bellen,6,149.7,0.1,84.24,5
11/25/2016,85001,Bellen,1,24.95,0,13.22,1
11/11/2016,85001,Quad,1,43.96,0,22.94,5
12/8/2016,85001,Aspen,1,27.95,0,11.51,7
12/4/2016,85001,Aspen,1,27.95,0,11.23,8
12/19/2016,85327,Crested Beaut,1,37.95,0,23.19,4
10/23/2016,85001,Aspen,3,83.85,0,33.96,3
10/25/2016,85224,Quad,1,43.96,0,23.01,3
11/10/2016,85224,Fun Fly,1,4.95,0,3.87,2
10/6/2016,85001,Fun Fly,1,4.95,0,2.52,6
11/29/2016,85001,Carlota,1,27.95,0,12.99,5
10/3/2016,85224,Bellen,1,24.95,0,14.24,5
10/26/2016,85001,Carlota,3,83.85,0,36.09,7
10/29/2016,85327,Carlota,1,27.95,0,11.88,5
11/23/2016,85327,Fun Fly,1,4.95,0,2.67,4
12/23/2016,85224,Fun Fly,1,4.95,0,2.96,4
10/13/2016,85327,Fun Fly,4,19.8,0.1,14.68,8
10/20/2016,85001,Aspen,1,27.95,0,12.21,3
10/23/2016,85001,Fun Fly,1,4.95,0,3.45,7
12/10/2016,85327,Fun Fly,1,4.95,0,3.44,6
11/24/2016,85224,Fun Fly,1,4.95,0,2.87,5
12/23/2016,85327,Fun Fly,1,4.95,0,2.76,6
10/20/2016,85001,Fun Fly,1,4.95,0,3.71,8
12/15/2016,85001,Yanaki,1,28.75,0,15.22,7
11/9/2016,85001,Fun Fly,1,4.95,0,3.92,5
11/18/2016,85001,Quad,6,263.76,0.1,136.62,4
12/12/2016,85327,Fun Fly,1,4.95,0,3.25,1
10/17/2016,85001,Fun Fly,1,4.95,0,3.96,3
12/8/2016,85224,Fun Fly,1,4.95,0,3.46,6
10/23/2016,85224,Quad,3,131.88,0,69.12,4
11/3/2016,85224,Bellen,1,24.95,0,14.28,5
10/12/2016,85001,Fun Fly,6,29.7,0.1,23.7,5
10/30/2016,85001,Aspen,1,27.95,0,12.47,5
11/20/2016,85001,Aspen,6,167.7,0.1,77.64,2
10/17/2016,85224,Majestic Beaut,1,32.95,0,19.44,5
11/14/2016,85001,Fun Fly,1,4.95,0,2.89,7
10/30/2016,85001,Fun Fly,1,4.95,0,3.31,2
11/2/2016,85327,Carlota,1,27.95,0,12.15,7
10/25/2016,85001,Majestic Beaut,1,32.95,0,19.85,8
11/1/2016,85001,Crested Beaut,1,37.95,0,23.17,3
10/6/2016,85001,Majestic Beaut,1,32.95,0,19.75,5
11/2/2016,85224,Majestic Beaut,1,32.95,0,20.6,4
11/17/2016,85327,Quad,1,43.96,0,22.06,6
10/18/2016,85001,Yanaki,1,28.75,0,15.44,4
10/30/2016,85001,Fun Fly,1,4.95,0,3.51,3
12/1/2016,85001,Fun Fly,1,4.95,0,3.37,5
11/9/2016,85224,Bellen,1,24.95,0,13.89,6
10/16/2016,85224,Yanaki,1,28.75,0,15.89,4
11/19/2016,85224,Fun Fly,1,4.95,0,3.3,5
11/8/2016,85224,Fun Fly,1,4.95,0,2.38,1
10/11/2016,85327,Fun Fly,1,4.95,0,2.6,5
11/27/2016,85001,Majestic Beaut,1,32.95,0,19.99,5
11/26/2016,85327,Carlota,1,27.95,0,11.76,3
11/28/2016,85001,Fun Fly,1,4.95,0,3.48,5
10/28/2016,85327,Fun Fly,1,4.95,0,2.65,7
11/14/2016,85224,Fun Fly,6,29.7,0.1,16.44,6
11/15/2016,85327,Bellen,1,24.95,0,14.05,7
10/16/2016,85224,Fun Fly,6,29.7,0.1,22.02,6
12/7/2016,85327,Fun Fly,1,4.95,0,3.03,5
11/13/2016,85001,Fun Fly,1,4.95,0,3.04,4
10/9/2016,85224,Quad,1,43.96,0,22.09,4
12/1/2016,85224,Majestic Beaut,1,32.95,0,19.18,3
10/7/2016,85001,Fun Fly,1,4.95,0,3.99,6
10/4/2016,85001,Bellen,1,24.95,0,13.72,6
10/21/2016,85224,Majestic Beaut,1,32.95,0,20,4
10/14/2016,85327,Fun Fly,1,4.95,0,4.06,6
12/1/2016,85224,Fun Fly,2,9.9,0,7.7,3
10/1/2016,85001,Fun Fly,1,4.95,0,3.49,6
12/24/2016,85327,Quad,6,263.76,0.1,132.54,7
11/1/2016,85224,Majestic Beaut,6,197.7,0.1,117.42,8
10/14/2016,85327,Fun Fly,1,4.95,0,2.56,7
11/22/2016,85001,Quad,1,43.96,0,22.12,3
12/21/2016,85001,Quad,1,43.96,0,22.95,8
11/18/2016,85224,Quad,1,43.96,0,21.75,1
12/1/2016,85001,Fun Fly,1,4.95,0,3.37,2
12/6/2016,85327,Quad,4,175.84,0.1,87.12,6
11/9/2016,85327,Fun Fly,6,29.7,0.1,21.06,4
10/5/2016,85001,Yanaki,1,28.75,0,15.04,7
10/29/2016,85001,Carlota,2,55.9,0,26.74,7
10/30/2016,85224,Aspen,1,27.95,0,11.82,7
10/23/2016,85001,Fun Fly,2,9.9,0,4.78,7
11/9/2016,85224,Fun Fly,1,4.95,0,3.16,5
10/24/2016,85001,Bellen,1,24.95,0,13.14,7
12/15/2016,85001,Bellen,6,149.7,0.1,85.2,7
10/27/2016,85327,Carlota,1,27.95,0,13.3,7
12/4/2016,85001,Aspen,6,167.7,0.1,69.48,4
12/3/2016,85001,Fun Fly,6,29.7,0.1,19.62,6
11/8/2016,85001,Fun Fly,1,4.95,0,2.52,5
10/29/2016,85224,Quad,1,43.96,0,22.39,4
10/14/2016,85001,Carlota,1,27.95,0,13.41,7
10/22/2016,85224,Bellen,1,24.95,0,13.39,4
12/21/2016,85327,Fun Fly,1,4.95,0,2.69,5
11/16/2016,85327,Quad,1,43.96,0,22.69,5
10/29/2016,85001,Yanaki,1,28.75,0,14.91,5
12/23/2016,85001,Yanaki,1,28.75,0,16.01,5
10/8/2016,85001,Majestic Beaut,1,32.95,0,19.53,7
11/23/2016,85327,Bellen,1,24.95,0,13.25,3
12/19/2016,85224,Carlota,1,27.95,0,13.07,1
12/22/2016,85224,Fun Fly,4,19.8,0.1,11.12,3
12/8/2016,85327,Fun Fly,1,4.95,0,3.22,6
11/27/2016,85224,Fun Fly,2,9.9,0,4.94,5
10/26/2016,85327,Quad,1,43.96,0,22.25,3
11/1/2016,85001,Carlota,1,27.95,0,11.83,5
10/28/2016,85001,Aspen,1,27.95,0,12.64,6
11/4/2016,85001,Carlota,1,27.95,0,12.08,7
10/5/2016,85224,Yanaki,1,28.75,0,15.4,3
10/17/2016,85001,Fun Fly,1,4.95,0,2.61,4
11/28/2016,85224,Fun Fly,1,4.95,0,2.4,7
10/24/2016,85001,Fun Fly,1,4.95,0,3.31,6
10/3/2016,85327,Fun Fly,6,29.7,0.1,20.16,6
12/19/2016,85001,Carlota,1,27.95,0,12.28,7
10/11/2016,85327,Carlota,1,27.95,0,13.38,5
12/22/2016,85327,Fun Fly,1,4.95,0,2.98,3
10/17/2016,85327,Bellen,1,24.95,0,12.83,2
10/19/2016,85001,Carlota,1,27.95,0,12.44,5
10/17/2016,85327,Fun Fly,2,9.9,0,4.96,3
11/10/2016,85327,Bellen,1,24.95,0,12.79,7
11/9/2016,85327,Quad,1,43.96,0,22.45,7
11/22/2016,85327,Bellen,1,24.95,0,13.19,4
10/27/2016,85001,Fun Fly,1,4.95,0,2.46,6
10/11/2016,85327,Majestic Beaut,1,32.95,0,19.5,7
11/9/2016,85001,Aspen,1,27.95,0,12.04,7
10/26/2016,85327,Crested Beaut,6,227.7,0.1,139.5,7
10/29/2016,85327,Fun Fly,1,4.95,0,2.83,3
12/11/2016,85001,Majestic Beaut,1,32.95,0,20.31,2
11/21/2016,85327,Fun Fly,1,4.95,0,2.83,1
12/3/2016,85001,Bellen,1,24.95,0,13.16,7
11/25/2016,85327,Fun Fly,1,4.95,0,4.17,4
12/23/2016,85001,Fun Fly,1,4.95,0,3.94,7
12/2/2016,85224,Fun Fly,1,4.95,0,3.55,3
12/16/2016,85224,Fun Fly,6,29.7,0.1,17.22,1
12/2/2016,85001,Majestic Beaut,6,197.7,0.1,122.52,3
12/15/2016,85001,Bellen,1,24.95,0,13.91,5
10/2/2016,85224,Yanaki,1,28.75,0,15.14,5
12/21/2016,85001,Fun Fly,1,4.95,0,2.56,3
10/15/2016,85001,Majestic Beaut,1,32.95,0,19.15,5
11/30/2016,85001,Crested Beaut,1,37.95,0,22.17,5
10/3/2016,85001,Fun Fly,2,9.9,0,5.68,5
12/6/2016,85001,Majestic Beaut,3,98.85,0,60.72,7
11/30/2016,85224,Carlota,6,167.7,0.1,72.6,8
11/20/2016,85224,Aspen,4,111.8,0.1,47.28,7
12/3/2016,85224,Bellen,1,24.95,0,12.71,3
10/11/2016,85001,Fun Fly,1,4.95,0,3.26,5
10/4/2016,85327,Bellen,1,24.95,0,12.68,8
10/16/2016,85224,Bellen,1,24.95,0,13.95,7
10/14/2016,85224,Fun Fly,6,29.7,0.1,21.48,7
11/14/2016,85327,Bellen,1,24.95,0,14.04,5
10/1/2016,85001,Bellen,1,24.95,0,13.58,6
10/23/2016,85327,Aspen,1,27.95,0,12.84,7
12/11/2016,85001,Fun Fly,1,4.95,0,3.92,6
12/4/2016,85001,Carlota,3,83.85,0,37.53,4
11/21/2016,85001,Carlota,1,27.95,0,13.05,7
12/6/2016,85001,Fun Fly,1,4.95,0,4.07,5
12/14/2016,85224,Fun Fly,1,4.95,0,2.64,4
10/16/2016,85001,Yanaki,1,28.75,0,14.52,3
10/26/2016,85224,Fun Fly,2,9.9,0,7.28,8
11/24/2016,85224,Aspen,1,27.95,0,12.63,1
10/22/2016,85224,Bellen,1,24.95,0,13.59,3
11/28/2016,85001,Fun Fly,1,4.95,0,2.91,1
12/10/2016,85001,Fun Fly,1,4.95,0,3.2,4
10/5/2016,85327,Quad,1,43.96,0,21.9,5
10/23/2016,85001,Aspen,1,27.95,0,11.27,8
11/28/2016,85001,Carlota,1,27.95,0,12.31,4
10/23/2016,85327,Yanaki,1,28.75,0,15.75,4
12/24/2016,85327,Fun Fly,4,19.8,0.1,12.48,3
12/17/2016,85001,Fun Fly,1,4.95,0,2.65,7
11/18/2016,85224,Fun Fly,6,29.7,0.1,19.02,1
10/3/2016,85001,Fun Fly,1,4.95,0,3.15,7
12/5/2016,85224,Crested Beaut,1,37.95,0,23.21,1
10/10/2016,85001,Bellen,1,24.95,0,13.93,5
11/11/2016,85001,Fun Fly,1,4.95,0,3.5,1
10/9/2016,85001,Crested Beaut,1,37.95,0,21.91,4
12/13/2016,85327,Quad,6,263.76,0.1,131.82,4
10/29/2016,85001,Yanaki,1,28.75,0,15.43,4
10/12/2016,85001,Fun Fly,2,9.9,0,5.76,1
11/12/2016,85327,Fun Fly,1,4.95,0,2.81,6
12/12/2016,85327,Fun Fly,1,4.95,0,3.71,6
12/10/2016,85001,Fun Fly,1,4.95,0,3.22,8
10/19/2016,85001,Bellen,1,24.95,0,12.7,1
12/9/2016,85224,Fun Fly,1,4.95,0,3.6,3
12/20/2016,85327,Fun Fly,2,9.9,0,7.1,3
10/21/2016,85224,Fun Fly,1,4.95,0,2.7,2
11/14/2016,85224,Bellen,1,24.95,0,13.91,5
10/14/2016,85224,Carlota,1,27.95,0,13.32,7
10/13/2016,85001,Yanaki,1,28.75,0,15.57,4
12/16/2016,85327,Fun Fly,1,4.95,0,2.95,5
11/1/2016,85327,Quad,6,263.76,0.1,133.38,6
11/12/2016,85001,Fun Fly,1,4.95,0,2.51,2
12/10/2016,85001,Fun Fly,1,4.95,0,3.07,5
10/21/2016,85001,Quad,1,43.96,0,22.61,4
12/8/2016,85001,Majestic Beaut,1,32.95,0,19.31,3
10/16/2016,85001,Quad,1,43.96,0,22.79,8
11/9/2016,85327,Carlota,1,27.95,0,12.17,3
10/4/2016,85001,Yanaki,1,28.75,0,16.06,5
12/23/2016,85001,Aspen,1,27.95,0,11.28,1
11/9/2016,85224,Crested Beaut,1,37.95,0,23.47,4
10/12/2016,85001,Quad,6,263.76,0.1,133.8,3
10/10/2016,85001,Fun Fly,1,4.95,0,2.55,5
11/1/2016,85224,Majestic Beaut,1,32.95,0,19.44,4
11/12/2016,85224,Quad,1,43.96,0,22.33,3
12/19/2016,85327,Carlota,6,167.7,0.1,77.1,3
11/1/2016,85001,Aspen,1,27.95,0,12.93,1
10/2/2016,85001,Bellen,1,24.95,0,13.32,1
11/26/2016,85327,Quad,1,43.96,0,22.22,7
11/3/2016,85001,Quad,6,263.76,0.1,131.16,1
11/22/2016,85001,Quad,1,43.96,0,22.59,3
10/25/2016,85327,Fun Fly,1,4.95,0,3.74,8
10/14/2016,85327,Quad,2,87.92,0,45.74,7
12/11/2016,85001,Fun Fly,1,4.95,0,3.34,6
12/20/2016,85001,Majestic Beaut,1,32.95,0,19.61,7
11/30/2016,85001,Fun Fly,2,9.9,0,4.9,4
11/2/2016,85001,Fun Fly,1,4.95,0,4.11,7
11/26/2016,85327,Fun Fly,1,4.95,0,2.4,6
12/2/2016,85001,Yanaki,1,28.75,0,14.51,3
10/1/2016,85001,Fun Fly,2,9.9,0,7.28,5
10/25/2016,85001,Fun Fly,1,4.95,0,3.29,6
12/10/2016,85001,Crested Beaut,6,227.7,0.1,132.3,5
10/15/2016,85327,Quad,1,43.96,0,22.79,7
11/24/2016,85001,Crested Beaut,1,37.95,0,23.03,5
10/25/2016,85327,Aspen,1,27.95,0,11.87,7
12/19/2016,85327,Fun Fly,1,4.95,0,2.86,5
10/16/2016,85001,Majestic Beaut,1,32.95,0,20.07,7
10/19/2016,85001,Majestic Beaut,3,98.85,0,57.6,6
10/2/2016,85327,Bellen,1,24.95,0,14.29,2
12/7/2016,85001,Aspen,1,27.95,0,12.07,5
11/13/2016,85327,Fun Fly,1,4.95,0,3.97,4
12/18/2016,85224,Quad,1,43.96,0,22.7,5
11/20/2016,85001,Quad,1,43.96,0,21.51,7
10/24/2016,85001,Majestic Beaut,1,32.95,0,19.74,3
12/11/2016,85001,Crested Beaut,1,37.95,0,22.06,5
11/23/2016,85224,Fun Fly,1,4.95,0,2.61,7
12/8/2016,85327,Quad,1,43.96,0,22.87,1
11/30/2016,85327,Fun Fly,6,29.7,0.1,19.2,7
12/5/2016,85001,Fun Fly,1,4.95,0,3.6,5
12/8/2016,85001,Carlota,1,27.95,0,12.63,4
11/1/2016,85327,Fun Fly,1,4.95,0,2.83,7
12/11/2016,85327,Crested Beaut,1,37.95,0,22.57,7
12/14/2016,85327,Yanaki,1,28.75,0,14.65,5
11/19/2016,85001,Carlota,1,27.95,0,11.98,7
11/8/2016,85224,Majestic Beaut,1,32.95,0,19.94,7
10/22/2016,85327,Quad,1,43.96,0,21.47,1
11/17/2016,85327,Fun Fly,1,4.95,0,3.73,5
10/11/2016,85224,Bellen,1,24.95,0,14.24,3
10/11/2016,85224,Fun Fly,1,4.95,0,4.17,4
11/10/2016,85001,Fun Fly,6,29.7,0.1,18.84,3
10/22/2016,85327,Bellen,1,24.95,0,13.77,5
12/17/2016,85224,Carlota,1,27.95,0,13.11,4
11/11/2016,85001,Bellen,1,24.95,0,13.05,3
10/14/2016,85001,Fun Fly,1,4.95,0,4.11,5
10/25/2016,85001,Aspen,1,27.95,0,11.21,5
11/10/2016,85327,Quad,6,263.76,0.1,131.1,7
12/8/2016,85001,Majestic Beaut,1,32.95,0,20.27,6
12/12/2016,85327,Yanaki,1,28.75,0,15.66,3
11/18/2016,85327,Quad,1,43.96,0,22.3,5
11/9/2016,85001,Fun Fly,4,19.8,0.1,10.72,7
11/30/2016,85224,Majestic Beaut,1,32.95,0,19.4,2
11/20/2016,85001,Fun Fly,1,4.95,0,3.91,4
12/12/2016,85224,Fun Fly,1,4.95,0,2.7,7
10/22/2016,85001,Majestic Beaut,1,32.95,0,20.56,7
10/8/2016,85001,Fun Fly,1,4.95,0,2.93,1
10/30/2016,85001,Yanaki,1,28.75,0,14.42,3
10/7/2016,85327,Fun Fly,2,9.9,0,6.4,5
10/3/2016,85001,Bellen,1,24.95,0,13.32,5
10/11/2016,85224,Quad,6,263.76,0.1,137.58,6
11/18/2016,85001,Fun Fly,1,4.95,0,3.15,8
10/22/2016,85224,Fun Fly,1,4.95,0,3.58,4
10/30/2016,85224,Aspen,2,55.9,0,24.6,7
10/6/2016,85224,Fun Fly,6,29.7,0.1,23.76,6
11/19/2016,85224,Majestic Beaut,1,32.95,0,19.45,7
11/14/2016,85001,Quad,1,43.96,0,22.93,4
12/14/2016,85001,Quad,1,43.96,0,21.55,2
11/28/2016,85224,Fun Fly,1,4.95,0,2.69,1
10/26/2016,85001,Fun Fly,6,29.7,0.1,22.44,7
11/14/2016,85001,Quad,1,43.96,0,21.94,5
10/4/2016,85001,Fun Fly,1,4.95,0,3.03,6
10/8/2016,85001,Fun Fly,6,29.7,0.1,21.66,4
10/15/2016,85001,Fun Fly,1,4.95,0,2.9,4
12/23/2016,85001,Fun Fly,1,4.95,0,2.84,5
12/6/2016,85001,Carlota,6,167.7,0.1,74.46,6
10/14/2016,85224,Fun Fly,1,4.95,0,2.62,3
11/15/2016,85001,Carlota,2,55.9,0,23.68,5
11/4/2016,85327,Fun Fly,1,4.95,0,2.68,8
11/22/2016,85001,Bellen,1,24.95,0,13.04,7
11/26/2016,85001,Aspen,4,111.8,0.1,48.8,1
12/1/2016,85327,Fun Fly,2,9.9,0,8.12,1
